id,adm,name,class,gender,school,school_id
mock_5240d3f2_G12A_014,MOCK-5240-G12A-014,"Mercy Ochieng Karanja","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_015,MOCK-5240-G12A-015,"Allan Nyokabi Odhiambo","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_016,MOCK-5240-G12A-016,"Kevin Omondi Akinyi","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_017,MOCK-5240-G12A-017,"Valentine Chebet Karanja","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_018,MOCK-5240-G12A-018,"Fredrick Rotich Karanja","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_019,MOCK-5240-G12A-019,"Cynthia Kipchoge Odhiambo","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_020,MOCK-5240-G12A-020,"Ann Kibet Mbugua","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_021,MOCK-5240-G12A-021,"Mary Nyambura Mutiso","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_022,MOCK-5240-G12A-022,"Vincent Achieng Akinyi","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_023,MOCK-5240-G12A-023,"Esther Mwangi Barasa","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_024,MOCK-5240-G12A-024,"Winnie Kariuki Chepkemoi","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_025,MOCK-5240-G12A-025,"Elvis Omondi Wafula","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_026,MOCK-5240-G12A-026,"Nicholas Nyambura Karanja","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_027,MOCK-5240-G12A-027,"Mary Karanja Simiyu","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_028,MOCK-5240-G12A-028,"Sylvia Mutiso Auma","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_029,MOCK-5240-G12A-029,"Fredrick Njeri Owino","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_030,MOCK-5240-G12A-030,"Vincent Adhiambo Adhiambo","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_031,MOCK-5240-G12A-031,"Samuel Karanja Kipchoge","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_032,MOCK-5240-G12A-032,"Eric Njoroge Simiyu","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_033,MOCK-5240-G12A-033,"George Nyambura Akinyi","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_034,MOCK-5240-G12A-034,"Emmanuel Nyambura Owino","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_035,MOCK-5240-G12A-035,"Winnie Karanja Auma","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_036,MOCK-5240-G12A-036,"Stephen Owino Odhiambo","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_037,MOCK-5240-G12A-037,"Brian Mutua Ochieng","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_038,MOCK-5240-G12A-038,"Dennis Simiyu Chebet","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_039,MOCK-5240-G12A-039,"Ann Achieng Simiyu","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_040,MOCK-5240-G12A-040,"Kevin Chepkemoi Kamau","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_041,MOCK-5240-G12A-041,"Eunice Kipchoge Wambui","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_042,MOCK-5240-G12A-042,"Christine Onyango Kipchoge","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_043,MOCK-5240-G12A-043,"Caroline Simiyu Achieng","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_044,MOCK-5240-G12A-044,"Stephen Achieng Chebet","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_045,MOCK-5240-G12A-045,"Anthony Mbugua Kipchoge","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_046,MOCK-5240-G12A-046,"Patrick Nyokabi Mbugua","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_047,MOCK-5240-G12A-047,"Linet Wambui Were","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_048,MOCK-5240-G12A-048,"Ian Were Akinyi","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_049,MOCK-5240-G12A-049,"Linet Chepkemoi Mutiso","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_050,MOCK-5240-G12A-050,"Sylvia Adhiambo Rotich","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_051,MOCK-5240-G12A-051,"Beatrice Juma Chebet","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_052,MOCK-5240-G12A-052,"Allan Kibet Njoroge","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_053,MOCK-5240-G12A-053,"Martin Karanja Otieno","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_054,MOCK-5240-G12A-054,"Pauline Kibet Akinyi","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_055,MOCK-5240-G12A-055,"Kevin Were Mutiso","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_056,MOCK-5240-G12A-056,"Peter Nyambura Mwangi","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_057,MOCK-5240-G12A-057,"Anthony Mutua Kiplagat","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_058,MOCK-5240-G12A-058,"George Cheruiyot Owino","Grade 12 A",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_059,MOCK-5240-G12A-059,"Valentine Kiplagat Omondi","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12A_060,MOCK-5240-G12A-060,"Joy Mbugua Chebet","Grade 12 A",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_001,MOCK-5240-G12B-001,"Lydia Were Wambui","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_002,MOCK-5240-G12B-002,"Mercy Njoroge Cheruiyot","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_003,MOCK-5240-G12B-003,"Joy Ochieng Akinyi","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_004,MOCK-5240-G12B-004,"Rose Rotich Rotich","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_005,MOCK-5240-G12B-005,"Joseph Kamau Kamau","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_006,MOCK-5240-G12B-006,"Winnie Nyambura Kamau","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_007,MOCK-5240-G12B-007,"Purity Kamau Mbugua","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_008,MOCK-5240-G12B-008,"Mary Kamau Odhiambo","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_009,MOCK-5240-G12B-009,"Gideon Maina Njoroge","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_010,MOCK-5240-G12B-010,"Stella Onyango Kipchoge","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_011,MOCK-5240-G12B-011,"Beatrice Kariuki Mwangi","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_012,MOCK-5240-G12B-012,"Emmanuel Kamau Kibet","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_013,MOCK-5240-G12B-013,"Mary Njeri Otieno","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_014,MOCK-5240-G12B-014,"Duncan Rotich Cheruiyot","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_015,MOCK-5240-G12B-015,"Gideon Wambui Wairimu","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_016,MOCK-5240-G12B-016,"Lydia Juma Adhiambo","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_017,MOCK-5240-G12B-017,"Sharon Kamau Mutiso","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_018,MOCK-5240-G12B-018,"Kelvin Mbugua Kiplagat","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_019,MOCK-5240-G12B-019,"Peter Wafula Mutua","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_020,MOCK-5240-G12B-020,"Beatrice Omondi Simiyu","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_021,MOCK-5240-G12B-021,"Winnie Juma Barasa","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_022,MOCK-5240-G12B-022,"Mercy Chebet Owino","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_023,MOCK-5240-G12B-023,"Mercy Mutiso Wambui","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_024,MOCK-5240-G12B-024,"Valentine Barasa Mwangi","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_025,MOCK-5240-G12B-025,"Grace Mbugua Korir","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_026,MOCK-5240-G12B-026,"Peter Ochieng Kiplagat","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_027,MOCK-5240-G12B-027,"Vincent Akinyi Were","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_028,MOCK-5240-G12B-028,"Charles Wafula Gitau","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_029,MOCK-5240-G12B-029,"Dennis Cheruiyot Maina","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_030,MOCK-5240-G12B-030,"Kelvin Omondi Otieno","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_031,MOCK-5240-G12B-031,"Kevin Mutua Mutiso","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_032,MOCK-5240-G12B-032,"Elvis Onyango Onyango","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_033,MOCK-5240-G12B-033,"Kevin Owino Atieno","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_034,MOCK-5240-G12B-034,"George Chepkemoi Chebet","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_035,MOCK-5240-G12B-035,"George Kamau Rotich","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_036,MOCK-5240-G12B-036,"Elvis Maina Adhiambo","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_037,MOCK-5240-G12B-037,"Brenda Rotich Gitau","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_038,MOCK-5240-G12B-038,"Michael Kiplagat Wairimu","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_039,MOCK-5240-G12B-039,"Purity Wambui Omondi","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_040,MOCK-5240-G12B-040,"Duncan Atieno Adhiambo","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_041,MOCK-5240-G12B-041,"Maureen Njoroge Wambui","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_042,MOCK-5240-G12B-042,"Cornelius Otieno Wairimu","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_043,MOCK-5240-G12B-043,"Nicholas Adhiambo Maina","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_044,MOCK-5240-G12B-044,"Emmanuel Mutua Chepkemoi","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_045,MOCK-5240-G12B-045,"Lydia Wanjiru Kariuki","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_046,MOCK-5240-G12B-046,"Brenda Atieno Barasa","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_047,MOCK-5240-G12B-047,"Elvis Kariuki Omondi","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_048,MOCK-5240-G12B-048,"Grace Korir Owino","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_049,MOCK-5240-G12B-049,"Vincent Otieno Gitau","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_050,MOCK-5240-G12B-050,"Vincent Wambui Barasa","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_051,MOCK-5240-G12B-051,"Allan Mutua Simiyu","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_052,MOCK-5240-G12B-052,"Victor Mutua Njoroge","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_053,MOCK-5240-G12B-053,"Valentine Were Karanja","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_054,MOCK-5240-G12B-054,"Joy Auma Gitau","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_055,MOCK-5240-G12B-055,"Joseph Mutua Otieno","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_056,MOCK-5240-G12B-056,"Maureen Otieno Auma","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_057,MOCK-5240-G12B-057,"Eunice Onyango Nyokabi","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_058,MOCK-5240-G12B-058,"Linet Mutiso Were","Grade 12 B",Female,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_059,MOCK-5240-G12B-059,"Samuel Wairimu Kiplagat","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_5240d3f2_G12B_060,MOCK-5240-G12B-060,"Samuel Ochieng Adhiambo","Grade 12 B",Male,"Morgopia",5240d3f2-f001-4f04-a3d1-9c1ab148c5c0
mock_0b83c4b8_10_005,MOCK-0B83-10-005,"Mercy Kibet Mbugua","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_006,MOCK-0B83-10-006,"Rose Maina Njoroge","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_007,MOCK-0B83-10-007,"Peter Nyambura Rotich","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_008,MOCK-0B83-10-008,"Sylvia Kiplagat Njeri","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_009,MOCK-0B83-10-009,"Sharon Rotich Otieno","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_010,MOCK-0B83-10-010,"Rose Wairimu Wairimu","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_011,MOCK-0B83-10-011,"Janet Mutua Nyambura","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_012,MOCK-0B83-10-012,"Charles Kamau Rotich","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_013,MOCK-0B83-10-013,"Mitchelle Akinyi Kipchoge","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_014,MOCK-0B83-10-014,"Gideon Omondi Njoroge","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_015,MOCK-0B83-10-015,"Dennis Gitau Chebet","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_016,MOCK-0B83-10-016,"Sylvia Kariuki Wambui","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_017,MOCK-0B83-10-017,"Esther Chebet Mwangi","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_018,MOCK-0B83-10-018,"Daniel Adhiambo Simiyu","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_019,MOCK-0B83-10-019,"Peter Mutiso Kariuki","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_020,MOCK-0B83-10-020,"Christine Ochieng Juma","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_021,MOCK-0B83-10-021,"Brenda Ochieng Owino","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_022,MOCK-0B83-10-022,"Mercy Korir Cheruiyot","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_023,MOCK-0B83-10-023,"Cynthia Nyambura Mutiso","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_024,MOCK-0B83-10-024,"Emmanuel Wanjiru Mutiso","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_025,MOCK-0B83-10-025,"Daniel Maina Karanja","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_026,MOCK-0B83-10-026,"Elvis Wambui Odhiambo","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_027,MOCK-0B83-10-027,"Martin Kamau Kamau","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_028,MOCK-0B83-10-028,"Elvis Achieng Chebet","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_029,MOCK-0B83-10-029,"Sylvia Adhiambo Wanjiru","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_030,MOCK-0B83-10-030,"Lydia Mbugua Nyambura","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_031,MOCK-0B83-10-031,"Mitchelle Kiplagat Achieng","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_032,MOCK-0B83-10-032,"Victor Owino Chebet","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_033,MOCK-0B83-10-033,"Cynthia Juma Ochieng","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_034,MOCK-0B83-10-034,"Ian Cheruiyot Omondi","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_035,MOCK-0B83-10-035,"Christine Kamau Cheruiyot","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_036,MOCK-0B83-10-036,"Brian Akinyi Were","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_037,MOCK-0B83-10-037,"Samuel Rotich Nyokabi","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_038,MOCK-0B83-10-038,"Rose Kiplagat Njeri","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_039,MOCK-0B83-10-039,"Samuel Wambui Were","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_040,MOCK-0B83-10-040,"Martin Chepkemoi Simiyu","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_041,MOCK-0B83-10-041,"Charles Odhiambo Mutua","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_042,MOCK-0B83-10-042,"Mary Adhiambo Cheruiyot","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_043,MOCK-0B83-10-043,"Janet Adhiambo Kipchoge","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_044,MOCK-0B83-10-044,"Caroline Njoroge Cheruiyot","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_045,MOCK-0B83-10-045,"Caroline Nyambura Wairimu","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_046,MOCK-0B83-10-046,"Elvis Mbugua Simiyu","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_047,MOCK-0B83-10-047,"Michael Wanjiru Njoroge","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_048,MOCK-0B83-10-048,"Collins Owino Simiyu","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_049,MOCK-0B83-10-049,"Valentine Karanja Cheruiyot","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_050,MOCK-0B83-10-050,"Linet Gitau Kipchoge","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_051,MOCK-0B83-10-051,"Ann Omondi Cheruiyot","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_052,MOCK-0B83-10-052,"Daniel Cheruiyot Auma","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_053,MOCK-0B83-10-053,"Stephen Mwangi Kiplagat","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_054,MOCK-0B83-10-054,"Charles Kiplagat Atieno","10",Male,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
mock_0b83c4b8_10_055,MOCK-0B83-10-055,"Faith Akinyi Mutiso","10",Female,"TEST",0b83c4b8-2d6b-47e2-a032-be549651de88
